X_COORD,Y_COORD,SOFT_BIN,HARD_BIN,SITE_NUM,PART_ID,SourceFile
7,48,1,1,4,5761,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,48,1,1,5,5762,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,48,1,1,6,5763,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,48,1,1,7,5764,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,46,1,1,8,5765,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,46,1,1,9,5766,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,46,1,1,11,5767,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
7,44,1,1,12,5768,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
8,44,1,1,13,5769,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
9,44,1,1,14,5770,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
10,44,1,1,15,5771,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,50,1,1,0,5772,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,50,1,1,1,5773,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,50,1,1,2,5774,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,50,1,1,3,5775,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,48,1,1,4,5776,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,48,60,8,5,5777,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,48,1,1,6,5778,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,48,1,1,7,5779,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,46,1,1,8,5780,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,46,1,1,9,5781,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,46,1,1,10,5782,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,46,1,1,11,5783,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
11,44,1,1,12,5784,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
12,44,1,1,13,5785,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
13,44,1,1,14,5786,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
14,44,1,1,15,5787,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,50,1,1,0,5788,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,50,1,1,1,5789,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,50,1,1,2,5790,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,50,1,1,3,5791,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,48,1,1,4,5792,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,48,1,1,5,5793,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,48,1,1,6,5794,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,48,1,1,7,5795,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,46,1,1,8,5796,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,46,1,1,9,5797,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,46,1,1,10,5798,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
15,44,1,1,12,5799,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
16,44,1,1,13,5800,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
17,44,1,1,14,5801,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
18,44,1,1,15,5802,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,50,1,1,0,5803,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,50,1,1,1,5804,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,50,1,1,2,5805,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,50,1,1,3,5806,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,48,1,1,4,5807,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,48,1,1,5,5808,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,48,1,1,6,5809,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,48,1,1,7,5810,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,46,1,1,8,5811,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,46,1,1,9,5812,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,46,1,1,10,5813,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,46,1,1,11,5814,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
19,44,1,1,12,5815,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
20,44,1,1,13,5816,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
21,44,1,1,14,5817,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
22,44,1,1,15,5818,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,50,1,1,0,5819,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,50,1,1,1,5820,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,50,1,1,2,5821,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,50,1,1,3,5822,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,48,1,1,4,5823,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,48,1,1,5,5824,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,48,1,1,6,5825,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,48,1,1,7,5826,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,46,1,1,8,5827,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,46,1,1,9,5828,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,46,1,1,10,5829,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,46,1,1,11,5830,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
23,44,1,1,12,5831,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
24,44,1,1,13,5832,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
25,44,1,1,14,5833,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
26,44,1,1,15,5834,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,50,1,1,0,5835,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,50,1,1,1,5836,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,50,1,1,2,5837,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,50,1,1,3,5838,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,48,1,1,4,5839,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,48,1,1,5,5840,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,48,1,1,6,5841,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,48,1,1,7,5842,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,46,1,1,9,5843,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,46,1,1,10,5844,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,46,1,1,11,5845,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
27,44,1,1,12,5846,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
28,44,1,1,13,5847,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
29,44,1,1,14,5848,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
30,44,1,1,15,5849,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,50,1,1,0,5850,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,50,1,1,1,5851,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,50,1,1,2,5852,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,50,1,1,3,5853,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,48,1,1,4,5854,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,48,1,1,5,5855,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,48,1,1,6,5856,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,48,1,1,7,5857,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,46,1,1,8,5858,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,46,1,1,9,5859,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,46,1,1,10,5860,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,46,1,1,11,5861,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
31,44,1,1,12,5862,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
32,44,1,1,13,5863,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
33,44,1,1,14,5864,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
34,44,1,1,15,5865,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,50,1,1,0,5866,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,50,1,1,1,5867,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,50,1,1,2,5868,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,50,1,1,3,5869,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,48,1,1,4,5870,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,48,1,1,5,5871,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,48,1,1,6,5872,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,48,1,1,7,5873,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,46,1,1,8,5874,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,46,1,1,10,5875,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,46,1,1,11,5876,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
35,44,1,1,12,5877,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
36,44,1,1,13,5878,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
37,44,1,1,14,5879,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
38,44,1,1,15,5880,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,50,1,1,0,5881,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,50,1,1,1,5882,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,50,1,1,2,5883,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,50,1,1,3,5884,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,48,1,1,4,5885,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,48,1,1,5,5886,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,48,1,1,6,5887,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,48,1,1,7,5888,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,46,1,1,8,5889,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,46,1,1,9,5890,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,46,1,1,10,5891,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,46,1,1,11,5892,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
39,44,1,1,12,5893,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
40,44,1,1,13,5894,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
41,44,1,1,14,5895,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
42,44,1,1,15,5896,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,50,1,1,0,5897,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,50,1,1,1,5898,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
45,50,1,1,2,5899,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,50,1,1,3,5900,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,48,1,1,4,5901,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,48,1,1,5,5902,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
45,48,1,1,6,5903,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,48,1,1,7,5904,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,46,1,1,8,5905,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,46,1,1,9,5906,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,46,1,1,11,5907,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
43,44,1,1,12,5908,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
44,44,1,1,13,5909,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
45,44,1,1,14,5910,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
46,44,1,1,15,5911,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,50,1,1,0,5912,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,50,1,1,1,5913,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,50,1,1,2,5914,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,50,1,1,3,5915,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,48,1,1,4,5916,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,48,1,1,5,5917,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,48,1,1,6,5918,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,48,1,1,7,5919,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,46,1,1,8,5920,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,46,1,1,9,5921,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,46,1,1,10,5922,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,46,1,1,11,5923,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
47,44,1,1,12,5924,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
48,44,1,1,13,5925,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
49,44,1,1,14,5926,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
50,44,1,1,15,5927,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,50,1,1,0,5928,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,50,1,1,1,5929,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,50,1,1,2,5930,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
54,50,1,1,3,5931,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,48,1,1,4,5932,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,48,1,1,5,5933,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,48,1,1,6,5934,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
54,48,1,1,7,5935,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,46,1,1,8,5936,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,46,1,1,9,5937,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,46,1,1,10,5938,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
51,44,1,1,12,5939,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
52,44,1,1,13,5940,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
53,44,1,1,14,5941,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
54,44,1,1,15,5942,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,50,1,1,0,5943,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,50,1,1,1,5944,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,50,1,1,2,5945,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,50,1,1,3,5946,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,48,1,1,4,5947,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,48,1,1,5,5948,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,48,1,1,6,5949,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,48,1,1,7,5950,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,46,1,1,8,5951,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,46,1,1,9,5952,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,46,1,1,10,5953,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,46,1,1,11,5954,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
55,44,1,1,12,5955,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
56,44,1,1,13,5956,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
57,44,1,1,14,5957,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
58,44,1,1,15,5958,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,50,1,1,0,5959,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,50,1,1,1,5960,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,50,1,1,2,5961,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,50,1,1,3,5962,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,48,1,1,4,5963,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,48,1,1,5,5964,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,48,1,1,6,5965,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,48,1,1,7,5966,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,46,1,1,8,5967,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,46,1,1,9,5968,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,46,1,1,10,5969,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,46,1,1,11,5970,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
59,44,1,1,12,5971,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
60,44,1,1,13,5972,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
61,44,1,1,14,5973,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
62,44,1,1,15,5974,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,50,1,1,0,5975,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,50,1,1,1,5976,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,50,1,1,2,5977,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,50,1,1,3,5978,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,48,1,1,4,5979,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,48,1,1,5,5980,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,48,1,1,6,5981,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,48,1,1,7,5982,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,46,1,1,9,5983,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,46,1,1,10,5984,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,46,1,1,11,5985,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
63,44,1,1,12,5986,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
64,44,1,1,13,5987,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
65,44,1,1,14,5988,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
66,44,1,1,15,5989,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,50,1,1,0,5990,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,50,1,1,1,5991,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,50,1,1,2,5992,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,50,1,1,3,5993,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,48,1,1,4,5994,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,48,1,1,5,5995,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,48,1,1,6,5996,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,48,1,1,7,5997,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,46,1,1,8,5998,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,46,1,1,9,5999,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,46,1,1,10,6000,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,46,1,1,11,6001,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
67,44,1,1,12,6002,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
68,44,1,1,13,6003,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
69,44,1,1,14,6004,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
70,44,1,1,15,6005,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,50,1,1,0,6006,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,50,1,1,1,6007,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,50,1,1,2,6008,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,50,1,1,3,6009,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,48,1,1,4,6010,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,48,1,1,5,6011,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,48,1,1,6,6012,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,48,1,1,7,6013,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,46,1,1,8,6014,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,46,1,1,10,6015,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,46,1,1,11,6016,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
71,44,1,1,12,6017,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
72,44,1,1,13,6018,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
73,44,1,1,14,6019,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
74,44,1,1,15,6020,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,50,1,1,0,6021,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,50,1,1,1,6022,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,50,1,1,2,6023,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,50,1,1,3,6024,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,48,1,1,4,6025,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,48,1,1,5,6026,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,48,1,1,6,6027,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,48,1,1,7,6028,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,46,1,1,8,6029,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,46,1,1,9,6030,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,46,1,1,10,6031,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,46,1,1,11,6032,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
75,44,1,1,12,6033,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
76,44,1,1,13,6034,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
77,44,1,1,14,6035,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
78,44,37,8,15,6036,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
79,50,1,1,0,6037,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
80,50,1,1,1,6038,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
81,50,37,8,2,6039,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
82,50,1,1,3,6040,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
79,48,1,1,4,6041,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
80,48,1,1,5,6042,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
81,48,1,1,6,6043,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
82,48,1,1,7,6044,ZA530362_003_S11P_20250818003721_M5116B16P03_WFTB33-01.std
